"FTVFUND_GRNT_CODE","FTVFUND_FUND_CODE","UI_INDEX"
"SI7662","227663","825846"
"SI7662","227664","825812"
"SI7662","227665","825811"
"SI7662","227666","825810"
"SI7662","227667","825809"
"SI7662","227668","825808"
"SI7662","227669","825807"
"SI7662","227670","825806"
"SI7662","227671","825805"
"SI7662","227672","825804"
"SI7662","227673","825803"
"SI7662","227798","825802"
"SI7662","227799","825801"
"SI7662","227800","825800"
"SI7662","227801","825799"
"SI7662","227802","825790"
"SI7662","227803","825789"
"SI7662","227804","825788"
"SI7662","227805","825787"
"SI7662","227806","825786"
"SI7662","227807","825785"
"SI7662","227808","825798"
"SI7662","227809","825797"
"SI7662","227810","825796"
"SI7662","227811","825795"
"SI7662","227812","825794"
"SI7662","227813","825793"
"SI7662","227814","825792"
"SI7662","227815","825791"
"SI7662","227824","825784"
"SI7662","227825","825783"
"SI7662","228069","825110"
"SI7662","228236","825109"
"SI7662","228237","825108"
"SI7662","228238","825107"
"SI8522","228522","825782"
"SI8522","228523","825781"
"SI8522","228524","825780"
"SI8522","228525","825779"
"SI8522","228526","825778"
"SI8522","228527","825777"
"SI8522","228528","825776"
"SI8522","228529","825775"
"SI8522","228530","228891"
"SI8522","228530","228892"
"SI8522","228530","825774"
"SI8522","228531","825773"
"SI8522","228532","825772"
"SI8522","228533","825771"
"SI8522","228534","825770"
"SI8522","228535","825769"
"SI8522","228536","825768"
"SI8522","228537","825767"
"SI8522","228538","825766"
"SI8522","228539","825765"
"SI8522","228540","825764"
"SI8522","228891","825103"
"SI8522","228892","825102"
"SI8522","228893","825101"
"SI8522","228894","825100"
"SI8522","228895","825099"
"SI8522","228896","825098"
"SI8522","228897","825097"
"SI8522","228898","825096"
"SL7269","227269","804791"
"SL7590","227590","804785"
"SL7622","227622","804783"
"SL7622","227625","804782"
"SL7660","227660","804776"
"SL7925","227925","804772"
"SL7925C","227926","804771"
"SL8092","228092","804763"
"SL8117","228117","804769"
"SL8145","228145","804766"
"SL8145","228146","691514"
"SL8156","228156","804768"
"SL8157","228157","804765"
"SL8162","228162","804767"
"SL8329","228329","804758"
"SL8330","228330","804757"
"SL8493","228493","804753"
"SL8567","228567","804746"
"SL8567","228568","804745"
"SL8567","228569","804744"
"SL8567","228570","804743"
"SL8567","228571","804742"
"SL8567","228572","804741"
"SL8770","228770","804738"
"SL8770C","228771","804737"
"SM7026","227026","811879"
"SM8151","228151","811867"
"SM8648","228648","811866"
"SM8712","228712","811865"
"SP0017","220017","880967"
"SP4037","224037","880900"
"SP6110","226110","880877"
"SP7573","227573","880862"
"SP7634","227634","880860"
"SP7711","227711","880864"
"SP7711","227712","880863"
"SP7713","227713","880861"
"SP7734","227734","880859"
"SP7864","227864","880856"
"SP7896","227896","880849"
"SP7900","227900","880855"
"SP8234","228234","880852"
"SP8264","228264","880851"
"SP8264","228265","691512"
"SP8264","228266","880850"
"SP8264","228405","897774"
"SP8294","228294","880848"
"SP8357","228357","880846"
"SP8432","228432","880843"
"SP8461","228461","880842"
"SP8517","228517","880841"
"SP8636","228636","880840"
"SP8786","228786","880835"
"TD0386","220386","878999"
"TF8811","228811","928994"
"TF8811C","228812","928995"
"TS6742","226742","743986"
"UA3904","223904","855940"
"UA5908","225908","855927"
"UA5947","225947","855926"
"UA5963","225963","855924"
"UA6626","226626","855907"
"UA6750","226750","855903"
"UA6889","226889","855902"
"UA6896","226896","855901"
"UA6898","226898","855899"
"UA6908","226908","855898"
"UA6917","226917","855897"
"UA6984","226984","855896"
"UA7120","227120","855895"
"UA7201","227201","855894"
"UA7201","227202","855893"
"UA7201","227203","811878"
"UA7201","227204","855892"
"UA7201","227205","831821"
"UA7201","227206","855891"
"UA7201","227207","855890"
"UA7201","227349","855884"
"UA7201","227349","855886"
"UA7201","227349","855894"
"UA7201","227350","855885"
"UA7201","227351","843813"
"UA7201","227368","855883"
"UA7233","227233","855889"
"UA7396","227396","855880"
"UA7450","227450","855879"
"UA7628","227628","855878"
"UA7715","227715","855874"
"UA7770","227770","855877"
"UA7787","227787","855876"
"UA7788","227788","855875"
"UA7834","227834","855873"
"UA7840","227840","855872"
"UA8367","228367","855866"
"UA8446","228446","855867"
"UA8481","228481","855865"
"UI2160","222160","801897"
"UI2160","223038","801885"
"UI2160","224012","801878"
"UI2160","224904","801874"
"UI2160","225784","801869"
"UI2160","226692","801858"
"UI5912","225912","801867"
"UI5939","225939","801865"
"UI6739","226739","801857"
"UI7109","227109","801854"
"UI7890","227890","801849"
"UI7890","228854","801847"
"UI8619","228619","855864"
"UO6884","226884","612944"
"UO6909","226909","612945"
"UO7225","227225","612943"
"UO7226","227226","612942"
"UO7626","227626","612941"
"UO8198","228198","612940"
"UO8290","228290","612939"
"WA6634","226634","780791"
"WA7193","227193","780778"
"WA7680","227680","780777"
"WA7680C","227681","780776"
"WA7680C","227682","780775"
"WA7680C","227683","780773"
"WA7680C","227790","780774"
"WA7680C","227791","780772"
"WA7680C","227792","780771"
"WA7888","227888","780770"
"WA8486","228486","780767"
"WA8486C","228487","780766"
"WA8486C","228488","861742"
"WA8486C","228489","713952"
"WA8486C","228490","713951"
"WA8486C","228491","780765"
"WA8486C","228492","780764"
"WM4451","224451","809969"
"WM4451","226625","809822"
"WM4451","227531","809814"
"WM4451","228239","809811"
"WM5713","225713","809957"
"WM5808","225808","809956"
"WM6111","226111","809946"
"WM6111","227466","809815"
"WM6651","226651","809941"
"WM6651C","226684","809821"
"WM6651C","226685","809820"
"WM6651C","228301","809810"
"WM6738","226738","809939"
"WM6743","226743","809938"
"WM6873","226873","809936"
"WM7469","227469","809933"
"WM7472","227472","809934"
"WM7513","227513","809932"
"WM7527","227527","809931"
"WM7527","227528","809930"
"WM7599","227599","809929"
"WM7689","227689","809927"
"WM8222","228222","809926"
"WM8284","228284","809925"
"WM8318","228318","809924"
"WM8611","228611","809923"
"WM8670","228670","809922"
"WM8804","228804","809921"
